0,1,0,0,d,d
0,1,0,0,d,d
0,1,0,0,d,d
0,0,0,1,l,d
0,0,1,0,l,l
0,0,0,0,l,l
0,0,0,0,l,l
0,0,0,0,l,l
0,0,0,0,l,l
0,1,1,0,d,l
0,0,0,0,l,d
0,1,1,1,r,l
0,0,0,0,r,r
0,0,0,0,u,r
0,0,0,0,u,u
0,1,0,0,u,u
0,0,0,0,l,u
0,0,0,1,l,l
0,0,0,0,l,l
0,1,0,1,r,l
0,0,0,0,l,r
0,1,0,1,u,l
0,0,1,0,l,u
0,0,0,1,l,l
0,0,0,0,d,l
1,1,0,1,u,d
0,0,0,0,l,u
0,0,0,1,l,l
0,0,0,1,l,l
0,1,0,0,d,l
1,1,0,1,u,d
0,1,0,0,r,u
0,0,0,1,u,r
0,0,0,0,u,u
0,0,0,0,u,u
0,1,0,0,u,u
0,1,0,0,u,u
1,1,0,0,u,u
0,1,0,0,u,u
0,0,0,0,u,u
0,1,1,0,r,u
0,0,0,0,r,r
0,0,0,1,r,r
1,0,0,0,d,r
1,1,0,1,u,d
1,0,0,0,u,u
0,0,1,0,r,u
0,0,1,1,r,r
0,0,1,0,d,r
0,1,0,0,r,d
0,0,0,0,r,r
0,0,0,1,r,r
0,0,0,0,r,r
0,0,0,0,r,r
0,0,1,0,r,r
0,0,0,1,r,r
0,0,0,0,d,r
0,1,0,1,u,d
0,0,0,0,l,u
0,0,0,1,l,l
0,0,1,0,d,l
1,0,0,0,d,d
0,0,0,1,l,d
0,0,0,1,l,l
0,0,0,0,l,l
0,0,1,0,l,l
0,0,0,0,d,l
0,0,0,0,l,d
0,0,0,0,d,l
0,0,0,0,r,d
0,0,0,1,r,r
0,0,0,0,r,r
0,0,0,0,r,r
0,0,1,0,r,r
0,0,1,0,r,r
0,0,0,0,r,r
0,0,0,1,r,r
1,0,0,0,d,r
1,1,0,0,d,d
1,1,0,0,d,d
1,0,0,0,d,d
1,0,0,0,d,d
1,0,0,0,d,d
1,0,0,0,d,d
1,0,0,0,d,d
1,1,0,0,d,d
1,0,0,1,l,d
0,0,1,1,l,l
0,0,0,1,l,l
0,1,0,0,r,r
0,0,1,0,r,r
0,0,0,1,u,r
0,1,0,0,u,u
1,0,0,0,u,u
0,0,0,0,r,u
0,0,1,1,r,r
0,0,0,0,r,r
0,0,0,0,d,r
0,0,0,0,d,d
0,0,0,0,d,d
0,0,0,0,l,d
0,0,0,0,d,l
0,1,0,1,r,d
1,0,0,1,u,r
0,0,0,0,r,u
1,0,0,1,u,r
0,0,0,0,r,u
0,0,0,1,r,r
0,0,0,0,d,r
0,1,0,0,d,d
0,1,0,0,d,d
1,0,0,1,l,d
0,1,1,1,r,l
1,0,0,1,u,r
0,1,0,0,r,u
0,0,0,1,r,r
0,0,0,0,d,r
0,1,0,1,r,d
0,0,0,0,d,r
0,1,0,1,r,d
0,0,0,0,d,r
1,1,0,0,d,d
0,0,0,0,l,d
0,0,1,1,l,l
0,1,1,0,d,l
1,0,0,0,l,d
0,0,1,1,r,l
1,0,0,0,d,r
0,1,0,1,r,d
